client_id,Variation_x,Variation_y,Variation
9974631,Test,Test,Test
4138042,Control,Control,Control
1660920,Test,Test,Test
9873377,Control,Control,Control
4592284,Control,Control,Control
9865183,Control,Control,Control
9756849,Test,Test,Test
5065148,Test,Test,Test
6355445,Control,Control,Control
1914789,Control,Control,Control
7229568,Control,Control,Control
3010146,Control,Control,Control
104190,Test,Test,Test
195080,Test,Test,Test
5995901,Control,Control,Control
4581207,Control,Control,Control
5832072,Test,Test,Test
2056890,Test,Test,Test
101246,Control,Control,Control
9791397,Test,Test,Test
7978454,Control,Control,Control
6244101,Test,Test,Test
8981322,Control,Control,Control
2448970,Control,Control,Control
7088755,Control,Control,Control
2666398,Control,Control,Control
6363131,Test,Test,Test
2790667,Test,Test,Test
4163739,Test,Test,Test
6239881,Control,Control,Control
8722168,Control,Control,Control
649422,Test,Test,Test
770632,Control,Control,Control
634434,Test,Test,Test
5280625,Control,Control,Control
6142585,Control,Control,Control
9674796,Test,Test,Test
1595883,Test,Test,Test
5221284,Test,Test,Test
4946984,Test,Test,Test
611108,Test,Test,Test
9420690,Control,Control,Control
6836346,Test,Test,Test
8685786,Test,Test,Test
6199141,Control,Control,Control
3180685,Test,Test,Test
4759785,Test,Test,Test
6947960,Test,Test,Test
9886280,Test,Test,Test
416724,Test,Test,Test
8783560,Test,Test,Test
5674605,Control,Control,Control
2028637,Control,Control,Control
9643435,Test,Test,Test
112766,Test,Test,Test
8711631,Test,Test,Test
333744,Test,Test,Test
6175496,Test,Test,Test
3833380,Control,Control,Control
7934353,Test,Test,Test
9772823,Control,Control,Control
367874,Control,Control,Control
5269832,Test,Test,Test
9887218,Test,Test,Test
2280581,Control,Control,Control
5525477,Control,Control,Control
2846274,Control,Control,Control
8297224,Test,Test,Test
3840915,Test,Test,Test
6409101,Control,Control,Control
4791055,Control,Control,Control
4614469,Test,Test,Test
2322551,Test,Test,Test
5922473,Test,Test,Test
7007505,Control,Control,Control
668529,Test,Test,Test
127331,Test,Test,Test
7696674,Control,Control,Control
1526652,Control,Control,Control
3788952,Control,Control,Control
8883804,Control,Control,Control
9386546,Control,Control,Control
4539299,Control,Control,Control
9499719,Control,Control,Control
1783054,Test,Test,Test
1441587,Test,Test,Test
311251,Test,Test,Test
1940847,Test,Test,Test
7464247,Test,Test,Test
3998952,Test,Test,Test
1600544,Control,Control,Control
5847660,Control,Control,Control
6462603,Test,Test,Test
7921011,Test,Test,Test
9547977,Test,Test,Test
3287493,Test,Test,Test
5667128,Control,Control,Control
7574712,Test,Test,Test
497746,Test,Test,Test
8371066,Control,Control,Control
9855557,Control,Control,Control
634960,Control,Control,Control
9267490,Test,Test,Test
7920525,Control,Control,Control
996857,Control,Control,Control
5700177,Control,Control,Control
6199279,Test,Test,Test
9484282,Control,Control,Control
6093224,Test,Test,Test
9348532,Control,Control,Control
5830177,Control,Control,Control
3462836,Test,Test,Test
343881,Control,Control,Control
4287977,Test,Test,Test
6516858,Control,Control,Control
8230433,Control,Control,Control
6027623,Test,Test,Test
438770,Control,Control,Control
6176788,Control,Control,Control
4144892,Test,Test,Test
2365265,Test,Test,Test
6257728,Test,Test,Test
3337439,Test,Test,Test
2448965,Test,Test,Test
3443904,Control,Control,Control
6051224,Control,Control,Control
148954,Control,Control,Control
3569902,Control,Control,Control
8501949,Test,Test,Test
2376321,Test,Test,Test
660540,Test,Test,Test
5752908,Control,Control,Control
6114419,Test,Test,Test
4601698,Test,Test,Test
2097722,Control,Control,Control
3811549,Test,Test,Test
6072788,Test,Test,Test
2705941,Test,Test,Test
3242204,Control,Control,Control
9293112,Control,Control,Control
362107,Test,Test,Test
4967654,Test,Test,Test
9530147,Test,Test,Test
4754076,Test,Test,Test
8181732,Control,Control,Control
6890056,Test,Test,Test
4456015,Test,Test,Test
8163068,Control,Control,Control
5640846,Control,Control,Control
7308775,Test,Test,Test
6577157,Test,Test,Test
6883463,Control,Control,Control
9627857,Control,Control,Control
3834304,Test,Test,Test
9217428,Test,Test,Test
6072217,Control,Control,Control
8271006,Test,Test,Test
5883269,Test,Test,Test
2224233,Test,Test,Test
2509687,Test,Test,Test
2976242,Test,Test,Test
7717405,Control,Control,Control
3161052,Control,Control,Control
7650516,Control,Control,Control
5946529,Test,Test,Test
6519708,Test,Test,Test
2442931,Control,Control,Control
9286916,Test,Test,Test
4353065,Test,Test,Test
1253886,Control,Control,Control
4836017,Control,Control,Control
8029013,Test,Test,Test
3666791,Control,Control,Control
5646679,Control,Control,Control
1976918,Control,Control,Control
3501436,Test,Test,Test
34101,Test,Test,Test
7050672,Control,Control,Control
4514596,Control,Control,Control
7479495,Control,Control,Control
32859,Control,Control,Control
6735040,Test,Test,Test
8975108,Test,Test,Test
7928118,Test,Test,Test
1581127,Test,Test,Test
8439914,Test,Test,Test
2817916,Test,Test,Test
6714002,Control,Control,Control
4410485,Test,Test,Test
9742844,Control,Control,Control
6537726,Control,Control,Control
6752359,Control,Control,Control
6968302,Control,Control,Control
1122853,Control,Control,Control
5156074,Control,Control,Control
8595230,Control,Control,Control
429189,Control,Control,Control
5159936,Control,Control,Control
1534948,Control,Control,Control
5581936,Test,Test,Test
268845,Control,Control,Control
9286288,Test,Test,Test
9269742,Test,Test,Test
7219287,Test,Test,Test
5825740,Control,Control,Control
7899268,Control,Control,Control
4722411,Control,Control,Control
1870004,Test,Test,Test
4053786,Test,Test,Test
8540726,Test,Test,Test
8910034,Control,Control,Control
1190062,Test,Test,Test
530579,Test,Test,Test
4939832,Test,Test,Test
9849656,Test,Test,Test
2139967,Test,Test,Test
7784030,Test,Test,Test
7825196,Test,Test,Test
7341353,Test,Test,Test
4301480,Control,Control,Control
3508276,Test,Test,Test
8787521,Test,Test,Test
7971129,Control,Control,Control
1446469,Control,Control,Control
6170009,Control,Control,Control
6379843,Test,Test,Test
9371388,Control,Control,Control
475431,Test,Test,Test
446185,Control,Control,Control
8705320,Control,Control,Control
9152747,Control,Control,Control
5976564,Test,Test,Test
7327619,Test,Test,Test
5700880,Test,Test,Test
7715800,Test,Test,Test
6058720,Test,Test,Test
8211143,Control,Control,Control
8694356,Test,Test,Test
3474129,Test,Test,Test
21498,Control,Control,Control
7353823,Control,Control,Control
6069376,Test,Test,Test
3924557,Test,Test,Test
2404401,Control,Control,Control
9323420,Control,Control,Control
8762602,Test,Test,Test
4504903,Control,Control,Control
9188890,Control,Control,Control
6284498,Control,Control,Control
9616732,Control,Control,Control
6053418,Control,Control,Control
5052267,Test,Test,Test
6075049,Control,Control,Control
3550308,Test,Test,Test
7407306,Test,Test,Test
6744887,Test,Test,Test
428852,Test,Test,Test
7244004,Test,Test,Test
9554896,Test,Test,Test
2426496,Test,Test,Test
9412007,Control,Control,Control
5556865,Control,Control,Control
3583712,Control,Control,Control
2191227,Control,Control,Control
2915335,Test,Test,Test
2159157,Control,Control,Control
4041751,Test,Test,Test
6528661,Test,Test,Test
8786474,Test,Test,Test
6638356,Control,Control,Control
7739677,Test,Test,Test
4627062,Test,Test,Test
4482137,Control,Control,Control
9612533,Test,Test,Test
6175278,Control,Control,Control
1895875,Control,Control,Control
9459952,Control,Control,Control
8637820,Test,Test,Test
9036135,Test,Test,Test
9645675,Control,Control,Control
6798477,Control,Control,Control
2927088,Test,Test,Test
7234916,Test,Test,Test
3322887,Test,Test,Test
2788385,Test,Test,Test
7854180,Control,Control,Control
263177,Test,Test,Test
7754205,Control,Control,Control
8337819,Test,Test,Test
2197266,Test,Test,Test
7621430,Test,Test,Test
4189492,Control,Control,Control
7773828,Test,Test,Test
7807175,Control,Control,Control
8252114,Test,Test,Test
2343430,Test,Test,Test
5979217,Test,Test,Test
5645472,Control,Control,Control
3810370,Test,Test,Test
1659457,Control,Control,Control
9171566,Control,Control,Control
760905,Control,Control,Control
2417286,Test,Test,Test
1569088,Test,Test,Test
6684040,Test,Test,Test
1781217,Control,Control,Control
9058648,Control,Control,Control
2946845,Control,Control,Control
8434055,Test,Test,Test
1918431,Control,Control,Control
6813206,Test,Test,Test
5945765,Test,Test,Test
3661101,Test,Test,Test
2643562,Test,Test,Test
3590118,Control,Control,Control
3478239,Test,Test,Test
9720790,Test,Test,Test
535436,Test,Test,Test
4687647,Test,Test,Test
7068809,Test,Test,Test
3070398,Test,Test,Test
7023374,Control,Control,Control
7886203,Control,Control,Control
4470020,Control,Control,Control
7341076,Test,Test,Test
6255489,Control,Control,Control
7206331,Test,Test,Test
3503567,Test,Test,Test
6285921,Control,Control,Control
1338332,Test,Test,Test
3842780,Test,Test,Test
5283980,Control,Control,Control
5268068,Test,Test,Test
8498480,Control,Control,Control
1357044,Control,Control,Control
2515065,Control,Control,Control
1928114,Test,Test,Test
7291872,Control,Control,Control
7847453,Test,Test,Test
3791729,Test,Test,Test
3702154,Control,Control,Control
8556801,Control,Control,Control
4938286,Control,Control,Control
6427526,Control,Control,Control
8636238,Test,Test,Test
7011180,Control,Control,Control
2001185,Control,Control,Control
1575889,Control,Control,Control
7300338,Control,Control,Control
3976013,Test,Test,Test
6995732,Control,Control,Control
9333117,Control,Control,Control
4671064,Control,Control,Control
2313632,Test,Test,Test
5605538,Control,Control,Control
2714285,Control,Control,Control
9581854,Control,Control,Control
3851413,Test,Test,Test
1237163,Test,Test,Test
4558582,Control,Control,Control
3636637,Test,Test,Test
5609697,Test,Test,Test
1784749,Test,Test,Test
2363091,Test,Test,Test
305648,Test,Test,Test
3920173,Control,Control,Control
9767104,Control,Control,Control
6320252,Test,Test,Test
4028644,Control,Control,Control
2857759,Control,Control,Control
6043168,Control,Control,Control
2063178,Control,Control,Control
7296342,Test,Test,Test
123141,Control,Control,Control
5265487,Test,Test,Test
9643040,Test,Test,Test
2708760,Control,Control,Control
517186,Control,Control,Control
2925771,Test,Test,Test
7078797,Test,Test,Test
238490,Control,Control,Control
4517591,Control,Control,Control
4856478,Control,Control,Control
444558,Control,Control,Control
8129690,Test,Test,Test
1442286,Control,Control,Control
1343908,Control,Control,Control
2314767,Test,Test,Test
3695862,Control,Control,Control
3793983,Test,Test,Test
1463659,Control,Control,Control
6797470,Test,Test,Test
8119357,Test,Test,Test
4985191,Control,Control,Control
6260281,Control,Control,Control
4514608,Control,Control,Control
8815636,Test,Test,Test
9433703,Control,Control,Control
1188075,Control,Control,Control
3505275,Test,Test,Test
5282296,Test,Test,Test
2494635,Test,Test,Test
5409213,Test,Test,Test
3522836,Test,Test,Test
8569208,Test,Test,Test
5320664,Test,Test,Test
3222928,Test,Test,Test
1062722,Test,Test,Test
36109,Control,Control,Control
426092,Test,Test,Test
734032,Test,Test,Test
7404066,Control,Control,Control
7095531,Test,Test,Test
4370238,Control,Control,Control
3405006,Test,Test,Test
1696602,Test,Test,Test
7194673,Control,Control,Control
9149076,Test,Test,Test
7207836,Test,Test,Test
8549209,Control,Control,Control
9709646,Control,Control,Control
4393977,Control,Control,Control
735487,Control,Control,Control
7196149,Test,Test,Test
9032689,Control,Control,Control
4616340,Test,Test,Test
6131516,Test,Test,Test
718647,Test,Test,Test
5280867,Test,Test,Test
6179707,Test,Test,Test
4975883,Control,Control,Control
96845,Control,Control,Control
6548321,Test,Test,Test
2365020,Test,Test,Test
361484,Control,Control,Control
2213294,Test,Test,Test
5136566,Test,Test,Test
7848138,Control,Control,Control
409332,Test,Test,Test
55059,Test,Test,Test
906669,Control,Control,Control
9383457,Test,Test,Test
5377046,Test,Test,Test
3287793,Test,Test,Test
4644036,Test,Test,Test
8661548,Control,Control,Control
7140342,Test,Test,Test
9954065,Control,Control,Control
2275531,Test,Test,Test
432402,Control,Control,Control
3802523,Test,Test,Test
736752,Control,Control,Control
8398116,Control,Control,Control
767670,Control,Control,Control
5187189,Test,Test,Test
8050938,Control,Control,Control
9687519,Test,Test,Test
3027050,Test,Test,Test
7767796,Control,Control,Control
4414863,Control,Control,Control
5570251,Test,Test,Test
524455,Test,Test,Test
2351894,Control,Control,Control
6699269,Test,Test,Test
4006187,Test,Test,Test
6627847,Control,Control,Control
5571151,Test,Test,Test
5747246,Test,Test,Test
8554571,Test,Test,Test
9060007,Control,Control,Control
3447317,Control,Control,Control
3669234,Control,Control,Control
190246,Test,Test,Test
6366969,Test,Test,Test
9557360,Control,Control,Control
9340016,Control,Control,Control
5788754,Test,Test,Test
5140529,Control,Control,Control
6538562,Control,Control,Control
2582298,Control,Control,Control
965865,Test,Test,Test
1845905,Control,Control,Control
5633319,Test,Test,Test
8943527,Test,Test,Test
8587434,Test,Test,Test
7622771,Test,Test,Test
7139038,Test,Test,Test
7068283,Control,Control,Control
4261188,Test,Test,Test
789355,Control,Control,Control
9653737,Test,Test,Test
1815143,Test,Test,Test
9566183,Control,Control,Control
4563336,Control,Control,Control
9414558,Test,Test,Test
7253866,Control,Control,Control
6182487,Control,Control,Control
1833518,Test,Test,Test
9812643,Test,Test,Test
4146433,Test,Test,Test
2049672,Control,Control,Control
5775773,Test,Test,Test
5913457,Control,Control,Control
7285230,Control,Control,Control
1120773,Test,Test,Test
5688251,Control,Control,Control
6792052,Test,Test,Test
8988300,Control,Control,Control
4069324,Control,Control,Control
5155886,Test,Test,Test
1715176,Test,Test,Test
6856615,Control,Control,Control
6352581,Test,Test,Test
3806151,Control,Control,Control
5038476,Control,Control,Control
9379390,Control,Control,Control
1251676,Test,Test,Test
5584706,Test,Test,Test
141602,Control,Control,Control
5459379,Control,Control,Control
5358071,Test,Test,Test
7382711,Test,Test,Test
8461324,Control,Control,Control
9490599,Control,Control,Control
2008126,Control,Control,Control
2235488,Control,Control,Control
7511477,Control,Control,Control
8075025,Control,Control,Control
1620010,Control,Control,Control
1993765,Control,Control,Control
1325365,Control,Control,Control
9757868,Test,Test,Test
4160955,Control,Control,Control
3955354,Test,Test,Test
2876608,Test,Test,Test
149265,Test,Test,Test
7925863,Test,Test,Test
4280389,Control,Control,Control
7623681,Control,Control,Control
8362884,Control,Control,Control
6672517,Test,Test,Test
2610198,Control,Control,Control
5467690,Control,Control,Control
338164,Control,Control,Control
4770755,Test,Test,Test
7968399,Control,Control,Control
3639936,Test,Test,Test
1179872,Control,Control,Control
185963,Test,Test,Test
2096040,Test,Test,Test
6787999,Test,Test,Test
6945242,Control,Control,Control
2917069,Control,Control,Control
1708757,Control,Control,Control
3661108,Control,Control,Control
8405230,Test,Test,Test
7388500,Test,Test,Test
5078188,Test,Test,Test
1171635,Test,Test,Test
9206649,Control,Control,Control
7831204,Test,Test,Test
1573199,Control,Control,Control
4469697,Control,Control,Control
8912399,Control,Control,Control
9308561,Control,Control,Control
1455637,Test,Test,Test
5277936,Test,Test,Test
1827445,Test,Test,Test
611119,Test,Test,Test
2357832,Control,Control,Control
6831637,Test,Test,Test
